specific_NameDe,generic_candidates_NameDe
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Armierung (Kunstharzspachtel)
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Fliesenkleber
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Calciumsulfatestrich
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Kalk-Gips-Innenputz
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Kunstharzputz
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Recycling Transportbeton C20/25
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Kleber für Gipsplatten
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Gips Kalk Putz
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Transportbeton C50/60
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Kalkzement Putzmörtel
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Kalkputzmörtel
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Transportbeton C25/30
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Gipsputz (innen)
"Beton C20/25 XC1 XC2 F3 16 M EcoPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Langenfeld, Germany",Kunstharzestrich
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Recycling Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Voranstrich (Kunstharz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Lehmputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Zementestrich
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Kalk-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Epoxidharzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Recycling Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Faserverstärkte Spachtelmasse
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Voranstrich (Silikonharz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Transportbeton C20/25
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Zementmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Gipsputz (Gips)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Recycling Transportbeton C25/30
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Kalkzementmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Voranstrich (Silikat-Dispersion)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Armierung (Kunstharzspachtel)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Fliesenkleber
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Calciumsulfatestrich
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Kalk-Gips-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Kunstharzputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Recycling Transportbeton C20/25
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Kleber für Gipsplatten
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Gips Kalk Putz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Kalkzement Putzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Kalkputzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Transportbeton C25/30
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Gipsputz (innen)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany",Kunstharzestrich
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Recycling Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Voranstrich (Kunstharz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Lehmputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Zementestrich
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Kalk-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Epoxidharzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Recycling Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Faserverstärkte Spachtelmasse
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Voranstrich (Silikonharz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Transportbeton C20/25
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Zementmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Gipsputz (Gips)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Recycling Transportbeton C25/30
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Kalkzementmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Voranstrich (Silikat-Dispersion)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Armierung (Kunstharzspachtel)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Fliesenkleber
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Calciumsulfatestrich
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Kalk-Gips-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Kunstharzputz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Recycling Transportbeton C20/25
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Kleber für Gipsplatten
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Gips Kalk Putz
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Kalkzement Putzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Kalkputzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Transportbeton C25/30
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Gipsputz (innen)
"Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DHFS Version 1, Transportbetonwerk Balve, Germany",Kunstharzestrich
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Recycling Transportbeton C30/37
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Voranstrich (Kunstharz)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Lehmputz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Zementestrich
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Kalk-Innenputz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Epoxidharzmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Recycling Transportbeton C50/60
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Faserverstärkte Spachtelmasse
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Transportbeton C30/37
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Voranstrich (Silikonharz)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Transportbeton C20/25
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Zementmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Gipsputz (Gips)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Recycling Transportbeton C25/30
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Kalkzementmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Voranstrich (Silikat-Dispersion)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Armierung (Kunstharzspachtel)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Fliesenkleber
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Calciumsulfatestrich
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Kalk-Gips-Innenputz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Kunstharzputz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Recycling Transportbeton C20/25
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Kleber für Gipsplatten
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Gips Kalk Putz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Transportbeton C50/60
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Kalkzement Putzmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Kalkputzmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Transportbeton C25/30
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Gipsputz (innen)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer NI3234-BHZS Version 1, Transportbetonwerk Büttelborn, Germany",Kunstharzestrich
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Recycling Transportbeton C30/37
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Voranstrich (Kunstharz)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Lehmputz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Zementestrich
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Kalk-Innenputz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Epoxidharzmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Recycling Transportbeton C50/60
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Faserverstärkte Spachtelmasse
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Transportbeton C30/37
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Voranstrich (Silikonharz)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Transportbeton C20/25
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Zementmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Gipsputz (Gips)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Recycling Transportbeton C25/30
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Kalkzementmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany","Fliesenkleber, dispersionsbasiert"
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Voranstrich (Silikat-Dispersion)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Armierung (Kunstharzspachtel)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Fliesenkleber
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Calciumsulfatestrich
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Kalk-Gips-Innenputz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Kunstharzputz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Recycling Transportbeton C20/25
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Kleber für Gipsplatten
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Gips Kalk Putz
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Transportbeton C50/60
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Kalkzement Putzmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Kalkputzmörtel
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Transportbeton C25/30
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Gipsputz (innen)
"Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNZK Version 1, Transportbetonwerk Brüggen Bracht, Germany",Kunstharzestrich
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Recycling Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Voranstrich (Kunstharz)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Lehmputz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Zementestrich
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Kalk-Innenputz
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Epoxidharzmörtel
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Recycling Transportbeton C50/60
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Faserverstärkte Spachtelmasse
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Transportbeton C30/37
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Voranstrich (Silikonharz)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Gipsputz (Gips-Kalk-Putz)
"Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Bocholt, Germany",Transportbeton C20/25
